	index	score_df1	claim_name	ncbi_gene_id_df1	ncbi_gene_id_df2	score_df2	score_ratio	Category	Bipolar Linked Paper	Bipolar Linked?
3293	2755	0.0001675743611	DSE	29940	29940	0.0001766347826	0.9487053379			
1454	652	0.0001675743611	MMP12	4321	4321	0.0001766456352	0.9486470522			
1423	604	0.0001675743611	ALDH1B1	219	219	0.0001766602027	0.9485688263			
1550	93	0.0001675743611	ANGPT2	285	285	0.0001766639928	0.9485484759			
3556	2862	0.0001675743611	ATF3	467	467	0.0001767038068	0.9483347538			
1922	1237	0.0001675743611	BIRC2	329	329	0.0001767166994	0.9482655671			
4049	3462	0.0001675743611	S100A4	6275	6275	0.0001767211351	0.9482417653			
1466	553	0.0001675743611	MS4A1	931	931	0.0001767968527	0.9478356577			
449	1697	0.0001675743611	IL11	3589	3589	0.000176806248	0.9477852904			
3679	2390	0.0001675743611	TLR4	7099	7099	0.0001768322577	0.9476458835			
1541	129	0.0001675743611	BBS1	582	582	0.0001768457111	0.9475737924			
973	2095	0.0001675743611	LTB4R	1241	1241	0.0001768578823	0.947508581			
3390	2672	0.0001675743611	BCL9	607	607	0.0001769041069	0.9472609993			
4007	3540	0.0001675743611	C4B	721	721	0.000176915052	0.947202396			
4005	3544	0.0001675743611	C8G	733	733	0.000176915052	0.947202396			
2875	4493	0.0001675743611	C7	730	730	0.000176915052	0.947202396			
3431	2908	0.0001675743611	C8A	731	731	0.000176915052	0.947202396			
3213	4438	0.0001675743611	C8B	732	732	0.000176915052	0.947202396			
3121	4190	0.0001675743611	C1R	715	715	0.000176915052	0.947202396			
1676	273	0.0001675743611	C4BPAP2	724	724	0.000176915052	0.947202396			
3124	4207	0.0001675743611	C4A	720	720	0.000176915052	0.947202396			
3240	4340	0.0001675743611	C4BPB	725	725	0.000176915052	0.947202396			
3261	4384	0.0001675743611	CAPN5	726	726	0.000176915052	0.947202396			
4010	3543	0.0001675743611	OSGIN2	734	734	0.000176915052	0.947202396			
4008	3541	0.0001675743611	C4BPA	722	722	0.000176915052	0.947202396			
4009	3542	0.0001675743611	C2	717	717	0.000176915052	0.947202396			
3212	4437	0.0001675743611	C1QC	714	714	0.000176915052	0.947202396			
2434	4105	0.0001675743611	C6	729	729	0.000176915052	0.947202396			
2203	984	0.0001675743611	ABCB4	5244	5244	0.0001769613133	0.946954778			
3715	2594	0.0001675743611	CDA	978	978	0.0001769921215	0.9467899456			
3567	2452	0.0001675743611	ATP6V1C1	528	528	0.0001770435141	0.9465151092			
2346	4001	0.0001675743611	BHMT	635	635	0.000177078657	0.9463272647			
2634	3592	0.0001675743611	BHMT2	23743	23743	0.000177078657	0.9463272647			
447	1530	0.0001675743611	PROC	5624	5624	0.0001770843426	0.9462968812			
1153	1755	0.0001675743611	PROS1	5627	5627	0.0001770843426	0.9462968812			
1328	386	0.0001675743611	AMY1C	278	278	0.0001770964607	0.9462321293			
1507	585	0.0001675743611	FKBP1A	2280	2280	0.0001771317291	0.9460437269			
540	1669	0.0001675743611	GLRA1	2741	2741	0.0001771650967	0.9458655471			
2209	977	0.0001675743611	FTO	79068	79068	0.0001771658439	0.9458615578			
2121	756	0.0001675743611	PKN2	5586	5586	0.0001771747813	0.945813845			
2148	843	0.0001675743611	IL1R1	3554	3554	0.0001772004611	0.9456767783			
2147	728	0.0001675743611	DUSP3	1845	1845	0.00017722631	0.9455388489			
1161	1916	0.0001675743611	C3AR1	719	719	0.0001772692817	0.9453096412			
3787	2505	0.0001675743611	APOBEC1	339	339	0.0001773098816	0.9450931874			
1188	2177	0.0001675743611	MBL2	4153	4153	0.0001773283592	0.9449947084			
1162	1893	0.0001675743611	BRD2	6046	6046	0.0001773389819	0.944938103			
1739	218	0.0001675743611	ADM	133	133	0.0001773626452	0.9448120314			
627	1360	0.0001675743611	GAS1	2619	2619	0.0001773684789	0.9447809565			
2001	1211	0.0001675743611	NPY2R	4887	4887	0.0001773853293	0.9446912084			
4019	3445	0.0001675743611	PDE7A	5150	5150	0.0001773876395	0.9446789054			
3233	4350	0.0001675743611	SLC31A2	1318	1318	0.0001773950041	0.9446396866			
640	1318	0.0001675743611	ACTA2	59	59	0.000177436138	0.9444206969			
504	2257	0.0001675743611	GCLM	2730	2730	0.0001774453701	0.9443715607			
1878	1081	0.0001675743611	HRH2	3274	3274	0.0001774505294	0.9443441038			
3482	2942	0.0001675743611	NEUROD1	4760	4760	0.0001774545371	0.9443227763			
3565	2450	0.0001675743611	FMO5	2330	2330	0.0001774578099	0.9443053602			
1614	10	0.0001675743611	F10	2159	2159	0.0001774837158	0.9441675277			
815	1987	0.0001675743611	GTF3C2	2976	2976	0.0001774878142	0.9441457256			
3308	2740	0.0001675743611	FGR	2268	2268	0.0001774935096	0.9441154299			
3458	2897	0.0001675743611	PSMD3	5709	5709	0.0001775007024	0.9440771718			
3808	2566	0.0001675743611	PSMD11	5717	5717	0.0001775007024	0.9440771718			
3441	2919	0.0001675743611	PSMC5	5705	5705	0.0001775007024	0.9440771718			
3803	2561	0.0001675743611	PSMC1	5700	5700	0.0001775007024	0.9440771718			
3806	2564	0.0001675743611	PSMD6	9861	9861	0.0001775007024	0.9440771718			
3805	2563	0.0001675743611	PSMD2	5708	5708	0.0001775007024	0.9440771718			
3638	2381	0.0001675743611	PSMC6	5706	5706	0.0001775007024	0.9440771718			
754	1438	0.0001675743611	PSMD1	5707	5707	0.0001775007024	0.9440771718			
757	1435	0.0001675743611	PSMD12	5718	5718	0.0001775007024	0.9440771718			
393	1554	0.0001675743611	PSMC4	5704	5704	0.0001775007024	0.9440771718			
3639	2382	0.0001675743611	SEM1	7979	7979	0.0001775007024	0.9440771718			
3309	2734	0.0001675743611	PSMC3	5702	5702	0.0001775007024	0.9440771718			
3804	2562	0.0001675743611	PSMD13	5719	5719	0.0001775007024	0.9440771718			
3641	2384	0.0001675743611	ADRM1	11047	11047	0.0001775007024	0.9440771718			
928	2014	0.0001675743611	PSMD8	5714	5714	0.0001775007024	0.9440771718			
2015	687	0.0001675743611	EEF2	1938	1938	0.0001775099947	0.9440277513			
833	2162	0.0001675743611	AKR1C1	1645	1645	0.0001775336936	0.9439017335			
1910	1256	0.0001675743611	HRH3	11255	11255	0.0001775354267	0.9438925189			
1992	1220	0.0001675743611	CD34	947	947	0.0001775437957	0.9438480261			
2044	765	0.0001675743611	CSNK1A1	1452	1452	0.0001776228092	0.943428166			
988	2117	0.0001675743611	C5AR1	728	728	0.0001776236603	0.9434236453			
3447	2893	0.0001675743611	RAC2	5880	5880	0.0001776265093	0.9434085134			
2844	4609	0.0001675743611	PEBP1	5037	5037	0.000177646633	0.943301645			
1374	412	0.0001675743611	AXL	558	558	0.0001776726147	0.9431637028			
1948	1270	0.0001675743611	DYRK1B	9149	9149	0.000177682311	0.9431122331			
813	2156	0.0001675743611	UCP2	7351	7351	0.0001776978055	0.9430299975			
3733	2503	0.0001675743611	COX11	1353	1353	0.0001777487114	0.942759921			
882	1932	0.0001675743611	BDH1	622	622	0.000177754656	0.9427283925			
371	1616	0.0001675743611	PDPK1	5170	5170	0.0001777940318	0.9425196078			
1094	1801	0.0001675743611	CSF3R	1441	1441	0.0001777983053	0.9424969536			
2170	942	0.0001675743611	HLA-DQA1	3117	3117	0.0001778177381	0.9423939528			
662	1357	0.0001675743611	GAPDHP1	2616	2616	0.0001778261268	0.9423494969			
1074	1772	0.0001675743611	SLC22A2	6582	6582	0.0001778390672	0.9422809273			
2567	3648	0.0001675743611	RNASEH2A	10535	10535	0.0001778448858	0.9422500985			
3761	2630	0.0001675743611	ABCC5	10057	10057	0.0001778456855	0.9422458615			
1817	1156	0.0001675743611	KCNK3	3777	3777	0.0001778500834	0.9422225615			
930	2016	0.0001675743611	PSMB4	5692	5692	0.0001778564376	0.9421888989			
1407	628	0.0001675743611	PSMA5	5686	5686	0.0001778564376	0.9421888989			
1408	627	0.0001675743611	PSMA6	5687	5687	0.0001778564376	0.9421888989			
3774	2529	0.0001675743611	PSMA3	5684	5684	0.0001778564376	0.9421888989			
3802	2567	0.0001675743611	PSMB10	5699	5699	0.0001778564376	0.9421888989			
1058	1786	0.0001675743611	PSMC2	5701	5701	0.0001778564376	0.9421888989			
3807	2565	0.0001675743611	PSMA8	143471	143471	0.0001778564376	0.9421888989			
376	1612	0.0001675743611	PSMB9	5698	5698	0.0001778564376	0.9421888989			
1562	174	0.0001675743611	PSMA2	5683	5683	0.0001778564376	0.9421888989			
374	1614	0.0001675743611	PSMB11	122706	122706	0.0001778564376	0.9421888989			
764	1430	0.0001675743611	PSMB7	5695	5695	0.0001778564376	0.9421888989			
375	1613	0.0001675743611	PSMA1	5682	5682	0.0001778564376	0.9421888989			
3817	2560	0.0001675743611	PSMA7	5688	5688	0.0001778564376	0.9421888989			
3640	2383	0.0001675743611	PSMB3	5691	5691	0.0001778564376	0.9421888989			
840	2013	0.0001675743611	PSMB6	5694	5694	0.0001778564376	0.9421888989			
3661	2388	0.0001675743611	SCNN1A	6337	6337	0.000177856721	0.9421873978			
2177	930	0.0001675743611	TCF7L2	6934	6934	0.0001778734999	0.9420985209			
1885	1066	0.0001675743611	CD3E	916	916	0.0001778750043	0.9420905529			
3258	4380	0.0001675743611	CDSN	1041	1041	0.0001779183673	0.9418609427			
1486	527	0.0001675743611	GSK3A	2931	2931	0.0001779555017	0.9416644024			
4201	3010	0.0001675743611	GADD45A	1647	1647	0.0001779668246	0.9416044902			
1215	1820	0.0001675743611	C1S	716	716	0.0001779746124	0.9415632874			
3491	2941	0.0001675743611	LPO	4025	4025	0.0001780145157	0.9413522288			
582	1375	0.0001675743611	CTSV	1515	1515	0.0001780290235	0.9412755171			
373	1615	0.0001675743611	PSMD7	5713	5713	0.0001780551241	0.9411375379			
1997	1215	0.0001675743611	TNFRSF8	943	943	0.0001780848841	0.9409802635			
1511	580	0.0001675743611	PRKCA	5578	5578	0.0001780922437	0.9409413778			
389	1555	0.0001675743611	ANXA13	312	312	0.0001781077737	0.9408593328			
1034	2134	0.0001675743611	CDC25B	994	994	0.000178119819	0.9407957074			
1643	57	0.0001675743611	ASAH1	427	427	0.0001781265393	0.9407602133			
800	1452	0.0001675743611	MSH6	2956	2956	0.0001781452236	0.940661544			
3592	2466	0.0001675743611	DRD5P1	1817	1817	0.0001781552091	0.9406088209			
1737	202	0.0001675743611	GRIK2	2898	2898	0.0001781688418	0.9405368492			
2160	955	0.0001675743611	ACAT2	39	39	0.0001781793171	0.9404815544			
1123	1730	0.0001675743611	ATP5F1E	514	514	0.0001781804418	0.9404756179			
2113	689	0.0001675743611	S1PR2	9294	9294	0.0001781981468	0.9403821764			
3327	2792	0.0001675743611	DIABLO	56616	56616	0.000178207513	0.9403327521			
3354	2783	0.0001675743611	EIF5AP3	1987	1987	0.000178208061	0.9403298604			
3362	2679	0.0001675743611	ALPP	250	250	0.000178239558	0.9401636932			
1263	457	0.0001675743611	AMY2A	279	279	0.0001782866508	0.9399153577			
1988	1225	0.0001675743611	TEK	7010	7010	0.0001782916379	0.9398890667			
2047	799	0.0001675743611	PIK3C2G	5288	5288	0.0001783344542	0.9396634087			
2048	800	0.0001675743611	PIK3C2B	5287	5287	0.0001783344542	0.9396634087			
1346	361	0.0001675743611	PIK3C3	5289	5289	0.0001783344542	0.9396634087			
3819	2542	0.0001675743611	PSMA4	5685	5685	0.0001783443801	0.9396111111			
2059	831	0.0001675743611	ERCC1	2067	2067	0.0001783791097	0.939428173			
686	1332	0.0001675743611	DHODH	1723	1723	0.0001783817232	0.9394144093			
3367	2684	0.0001675743611	BNIP1	662	662	0.000178407822	0.9392769849			
544	1665	0.0001675743611	PRKAB1	5564	5564	0.0001784179977	0.9392234154			
3964	3520	0.0001675743611	VCAM1	7412	7412	0.0001784192011	0.9392170803			
1943	1276	0.0001675743611	PDCD1	5133	5133	0.000178443372	0.9390898596			
4275	3245	0.0001675743611	SLCO3A1	28232	28232	0.0001784501642	0.9390541154			
1751	185	0.0001675743611	GRIA1	2890	2890	0.000178451326	0.939048002			
2126	751	0.0001675743611	LRRK2	120892	120892	0.000178471226	0.9389432955			
1322	483	0.0001675743611	APOC1	341	341	0.0001785368451	0.9385981985			
2022	789	0.0001675743611	PTGES	9536	9536	0.0001785530524	0.9385130015			
750	1441	0.0001675743611	PSMB8	5696	5696	0.0001785704302	0.9384216687			
1881	1076	0.0001675743611	EPOR	2057	2057	0.0001785798086	0.938372386			
759	1433	0.0001675743611	PSMD4	5710	5710	0.0001785930396	0.9383028674			
1840	1091	0.0001675743611	CETP	1071	1071	0.0001785974696	0.9382795935			
2156	960	0.0001675743611	ARG1	383	383	0.0001786045355	0.9382424733			
1066	1778	0.0001675743611	SLC28A2	9153	9153	0.000178608368	0.9382223411			
3552	2865	0.0001675743611	COL9A3	1299	1299	0.0001786238747	0.9381408916			
647	1311	0.0001675743611	ASIC1	41	41	0.0001786906405	0.9377903659			
1384	403	0.0001675743611	ACVR1	90	90	0.0001787012628	0.9377346218			
698	1494	0.0001675743611	ACTBP2	62	62	0.0001787307957	0.937579674			
3359	2731	0.0001675743611	NPPA-AS1	100379251	100379251	0.0001787467651	0.9374959095			
1207	1903	0.0001675743611	DAGLA	747	747	0.0001788693603	0.9368533597			
1382	405	0.0001675743611	PTK2	5747	5747	0.0001788987653	0.936699372			
1281	447	0.0001675743611	FOLR1	2348	2348	0.0001789167837	0.9366050386			
1961	1187	0.0001675743611	BRD4	23476	23476	0.0001789173756	0.9366019403			
1095	1800	0.0001675743611	CEL	1056	1056	0.0001789220544	0.9365774483			
578	1380	0.0001675743611	AMY2B	280	280	0.0001789739228	0.9363060186			
941	2077	0.0001675743611	ACTN3	89	89	0.0001789916461	0.9362133081			
1430	681	0.0001675743611	CD40	958	958	0.0001789962256	0.9361893557			
3246	4328	0.0001675743611	CAMK4	814	814	0.0001790925354	0.9356859054			
3907	3305	0.0001675743611	NPPA	4878	4878	0.0001790967377	0.9356639505			
1075	1771	0.0001675743611	XRCC1	7515	7515	0.0001791489774	0.9353911116			
1260	1300	0.0001675743611	ENG	2022	2022	0.0001792108313	0.9350682649			
2655	3630	0.0001675743611	NLRP1	22861	22861	0.0001792157668	0.9350425137			
3060	4263	0.0001675743611	ZSCAN25	221785	221785	0.0001792328874	0.9349531973			
1502	590	0.0001675743611	GNA11	2767	2767	0.0001792520461	0.9348532682			
4312	3135	0.0001675743611	EIF4EBP2	1979	1979	0.0001792618051	0.9348023749			
1354	352	0.0001675743611	TBXAS1	6916	6916	0.0001792638368	0.93479178			
3574	2459	0.0001675743611	ARR3	407	407	0.0001792686208	0.9347668343			
1660	297	0.0001675743611	GRIA3	2892	2892	0.0001792716364	0.93475111			
1525	348	0.0001675743611	CA9	768	768	0.0001792922315	0.9346437361			
1338	373	0.0001675743611	ACTG1	71	71	0.0001793301177	0.9344462784			
401	1547	0.0001675743611	IGFBP1	3484	3484	0.0001793642501	0.9342684568			
844	2009	0.0001675743611	PIK3R4	30849	30849	0.0001793659206	0.9342597557			
1630	75	0.0001675743611	PIK3R6	146850	146850	0.0001793659206	0.9342597557			
1460	543	0.0001675743611	FANCG	2189	2189	0.0001793824443	0.9341736966			
1815	1143	0.0001675743611	BUB1	699	699	0.0001794278405	0.9339373457			
1351	355	0.0001675743611	TYK2	7297	7297	0.0001794350513	0.9338998144			
2129	748	0.0001675743611	F2RL1	2150	2150	0.0001794504364	0.9338197472			
583	1417	0.0001675743611	BAK1P1	600	600	0.000179464854	0.9337447269			
1924	1263	0.0001675743611	ROCK1	6093	6093	0.0001794676841	0.9337300025			
1535	346	0.0001675743611	MUC16	94025	94025	0.0001794783225	0.9336746565			
1921	1238	0.0001675743611	MAP4K2	5871	5871	0.0001794883893	0.9336222902			
2225	873	0.0001675743611	SI	6476	6476	0.0001795057485	0.9335320042			
3812	2570	0.0001675743611	ABCC9	10060	10060	0.0001795188349	0.9334639524			
2214	970	0.0001675743611	NUDT15	55270	55270	0.0001795407379	0.9333500747			
1126	1727	0.0001675743611	HPX	3263	3263	0.0001795898061	0.9330950614			
3533	2872	0.0001675743611	GBP1	2633	2633	0.0001796020439	0.9330314818			
856	1999	0.0001675743611	APOC4	346	346	0.0001796157819	0.9329601184			
659	1358	0.0001675743611	GARS1	2617	2617	0.0001796604796	0.9327280071			
3372	2689	0.0001675743611	ATP7B	540	540	0.0001797384211	0.9323235404			
1983	1197	0.0001675743611	CDK7	1022	1022	0.000179781909	0.9320980182			
658	1330	0.0001675743611	CSHL1	1444	1444	0.0001797957443	0.9320262933			
366	1619	0.0001675743611	IKBKB	3551	3551	0.0001798203693	0.9318986594			
1668	287	0.0001675743611	MSTN	2660	2660	0.0001798812333	0.9315833458			
1527	115	0.0001675743611	CXCL12	6387	6387	0.000179913043	0.931418636			
2025	792	0.0001675743611	FGB	2244	2244	0.0001799319418	0.9313208062			
1339	372	0.0001675743611	CA2	760	760	0.0001799592552	0.9311794548			
3713	2596	0.0001675743611	CXCL2	2920	2920	0.0001799625525	0.9311623937			
4177	2982	0.0001675743611	CYP11B2	1585	1585	0.0001799627244	0.9311615043			
629	1329	0.0001675743611	CYP2A13	1553	1553	0.0001799933217	0.9310032146			
1984	1229	0.0001675743611	CCL11	6356	6356	0.0001800282245	0.9308227173			
707	1485	0.0001675743611	AMPD3	272	272	0.0001800339333	0.9307932013			
2081	762	0.0001675743611	SMAD2	4087	4087	0.0001800402177	0.9307607113			
1106	2239	0.0001675743611	MIR3117	100422871	100422871	0.0001800452882	0.9307344989			
4266	3236	0.0001675743611	MIR4268	100422959	100422959	0.0001800452882	0.9307344989			
2573	3655	0.0001675743611	ATF5	22809	22809	0.0001800452882	0.9307344989			
1026	2059	0.0001675743611	DAP	1611	1611	0.0001800706003	0.930603668			
1720	305	0.0001675743611	PIK3C2A	5286	5286	0.0001801145384	0.9303766512			
2028	796	0.0001675743611	CHEK2	11200	11200	0.0001801180668	0.9303584259			
3397	2716	0.0001675743611	ATRX	546	546	0.0001803470557	0.9291771386			
1210	1900	0.0001675743611	LIMK1	3984	3984	0.0001803661544	0.9290787493			
3674	2420	0.0001675743611	RPS19	6223	6223	0.0001803680139	0.929069171			
1205	1904	0.0001675743611	GPBAR1	151306	151306	0.0001803941562	0.9289345324			
1592	21	0.0001675743611	AQP1	358	358	0.0001803965572	0.9289221685			
3929	3309	0.0001675743611	THBD	7056	7056	0.0001804331217	0.9287339238			
2102	701	0.0001675743611	NR1H2	7376	7376	0.0001804581384	0.9286051749			
1854	1032	0.0001675743611	GRIA2	2891	2891	0.0001804594359	0.928598498			
1516	574	0.0001675743611	RPS6KA3	6197	6197	0.0001805026394	0.9283762372			
1402	640	0.0001675743611	PLK4	10733	10733	0.0001805441696	0.9281626843			
3767	2576	0.0001675743611	C5	727	727	0.0001805557401	0.9281032054			
462	2285	0.0001675743611	BAK1P2	601	601	0.0001805929361	0.9279120475			
1963	2350	0.0001675743611	ATP6V0A1	535	535	0.000180630161	0.9277208201			
792	1460	0.0001675743611	MLH1	4292	4292	0.0001806884244	0.9274216745			
1377	410	0.0001675743611	CDK8	1024	1024	0.0001807272173	0.9272226045			
4050	3488	0.0001675743611	MTR	4548	4548	0.0001808115629	0.9267900706			
1806	1098	0.0001675743611	XPO1	7514	7514	0.0001808156435	0.9267691551			
1613	11	0.0001675743611	RYR3	6263	6263	0.0001808381334	0.9266538973			
1748	191	0.0001675743611	SYK	6850	6850	0.0001808505131	0.9265904657			
1469	550	0.0001675743611	PBRM1	55193	55193	0.0001808530968	0.9265772282			
1680	269	0.0001675743611	EEF1D	1936	1936	0.000180964629	0.9260061596			
548	1661	0.0001675743611	LTK	4058	4058	0.0001809915456	0.9258684465			
2144	731	0.0001675743611	ERAP1	51752	51752	0.0001810157435	0.9257446777			
989	2066	0.0001675743611	CCNA2	890	890	0.0001810459508	0.9255902181			
1675	276	0.0001675743611	FANCC	2176	2176	0.000181158799	0.9250136457			
921	2167	0.0001675743611	DBH	1621	1621	0.0001811753571	0.9249291064			
1491	562	0.0001675743611	RXFP2	122042	122042	0.0001812945341	0.9243210888			
1930	1293	0.0001675743611	CD28	940	940	0.0001813314155	0.9241330888			
2090	715	0.0001675743611	MINK1	50488	50488	0.0001813629142	0.9239725875			
2085	723	0.0001675743611	STK3	6788	6788	0.0001813744875	0.9239136297			
1316	490	0.0001675743611	NME2	4831	4831	0.0001813778339	0.9238965841			
341	1598	0.0001675743611	BPGM	669	669	0.0001814104605	0.9237304213			
2266	902	0.0001675743611	APOC3	345	345	0.0001814898105	0.9233265527			
4242	3210	0.0001675743611	FKBP2	2286	2286	0.0001815365796	0.9230886773			
1389	519	0.0001675743611	IFNL4	101180976	101180976	0.0001816546674	0.9224886074			
3543	2868	0.0001675743611	NIPSNAP2	2631	2631	0.0001816672381	0.9224247742			
3544	2850	0.0001675743611	ACADVL	37	37	0.0001816771068	0.9223746684			
1164	1891	0.0001675743611	GLI1	2735	2735	0.0001817019939	0.9222483336			
2263	908	0.0001675743611	SLC28A3	64078	64078	0.0001817160413	0.9221770401			
1061	1783	0.0001675743611	IKBKG	8517	8517	0.0001817596839	0.9219556146			
673	1346	0.0001675743611	ALDH9A1	223	223	0.0001817826441	0.9218391665			
1434	677	0.0001675743611	ASGR1	432	432	0.0001817924734	0.9217893237			
1634	69	0.0001675743611	FPR1	2357	2357	0.0001818891175	0.9212995447			
1043	2046	0.0001675743611	TET2	54790	54790	0.0001818934158	0.9212777734			
1841	1090	0.0001675743611	DDC	1644	1644	0.0001819106771	0.9211903545			
2045	764	0.0001675743611	SLK	9748	9748	0.0001819870297	0.9208038691			
3418	2704	0.0001675743611	GBA1LP	2630	2630	0.0001820307339	0.9205827914			
910	1958	0.0001675743611	KIF1A	547	547	0.0001820660907	0.9204040165			
1461	559	0.0001675743611	ATF4P1	469	469	0.0001820701688	0.9203834009			
1706	304	0.0001675743611	PRKD2	25865	25865	0.0001821271784	0.9200953013			
1166	2189	0.0001675743611	ADD1	118	118	0.0001821494562	0.9199827692			
820	1982	0.0001675743611	ATP1B3P1	484	484	0.0001821687081	0.919885544			
681	1338	0.0001675743611	CRP	1401	1401	0.0001821804348	0.9198263323			
2216	920	0.0001675743611	EPHX1	2052	2052	0.0001823031655	0.9192070835			
1221	1841	0.0001675743611	NCOA1	8648	8648	0.0001823074839	0.91918531			
3965	3521	0.0001675743611	SAG	6295	6295	0.0001823446923	0.9189977453			
1880	1078	0.0001675743611	PDE3A	5139	5139	0.0001823769975	0.9188349595			
1198	1909	0.0001675743611	CSTP1	1480	1480	0.0001823882718	0.9187781619			
3350	2786	0.0001675743611	RGS12	6002	6002	0.0001824714604	0.9183592914			
535	2284	0.0001675743611	BCL3	602	602	0.0001824811558	0.9183104983			
2253	918	0.0001675743611	CRHR1	1394	1394	0.0001824986789	0.9182223242			
2349	3947	0.0001675743611	CYBB	1536	1536	0.0001825091638	0.9181695735			
2202	985	0.0001675743611	CYP4F2	8529	8529	0.0001825334587	0.9180473668			
435	1564	0.0001675743611	SCD	6319	6319	0.0001825494454	0.9179669693			
3404	2725	0.0001675743611	TAOK1	57551	57551	0.0001825569617	0.9179291742			
1932	1291	0.0001675743611	BDKRB1	623	623	0.0001825677148	0.9178751089			
443	1559	0.0001675743611	RAF1	5894	5894	0.0001825778744	0.9178240337			
1333	380	0.0001675743611	SLC25A4	291	291	0.000182594385	0.9177410417			
1015	2020	0.0001675743611	WEE1	7465	7465	0.0001826074091	0.9176755857			
2175	936	0.0001675743611	REEP5	7905	7905	0.0001826558903	0.9174320132			
3753	2622	0.0001675743611	SRP19	6728	6728	0.0001826558903	0.9174320132			
3601	2493	0.0001675743611	COL18A1	80781	80781	0.000182694593	0.9172376606			
1302	507	0.0001675743611	SLC22A11	55867	55867	0.0001827847614	0.9167851839			
2228	870	0.0001675743611	PRKCD	5580	5580	0.0001827947556	0.9167350593			
2011	1200	0.0001675743611	APOA1	335	335	0.0001828396747	0.9165098406			
704	2327	0.0001675743611	POLE3	54107	54107	0.0001828637354	0.9163892486			
1929	1294	0.0001675743611	POLD2	5425	5425	0.0001828637354	0.9163892486			
1931	1292	0.0001675743611	POLA2	23649	23649	0.0001828637354	0.9163892486			
796	1456	0.0001675743611	POLD3	10714	10714	0.0001828637354	0.9163892486			
3440	2918	0.0001675743611	PRIM2	5558	5558	0.0001828637354	0.9163892486			
434	1565	0.0001675743611	POLD4	57804	57804	0.0001828637354	0.9163892486			
1268	466	0.0001675743611	POLE2	5427	5427	0.0001828637354	0.9163892486			
995	2034	0.0001675743611	ALDH3B1	221	221	0.0001828731854	0.9163418945			
1986	1228	0.0001675743611	CYSLTR1	10800	10800	0.0001828820611	0.9162974221			
457	1688	0.0001675743611	FST	10468	10468	0.000182914539	0.9161347265			
1187	1915	0.0001675743611	EFNA2	1943	1943	0.0001829817597	0.9157981726			
2243	853	0.0001675743611	LCAT	3931	3931	0.0001829940912	0.9157364594			
888	2175	0.0001675743611	POR	5447	5447	0.0001830152018	0.9156308299			
1327	387	0.0001675743611	EEF1G	1937	1937	0.0001830816116	0.9152987003			
3338	2803	0.0001675743611	SOAT1	6646	6646	0.0001830911126	0.9152512031			
2235	861	0.0001675743611	MUC2	4583	4583	0.0001831183937	0.9151148484			
886	1928	0.0001675743611	EML1	2009	2009	0.0001831412957	0.9150004127			
3912	3291	0.0001675743611	F12	2161	2161	0.0001831476025	0.914968904			
3490	2933	0.0001675743611	CDK5R1	8851	8851	0.0001831712617	0.9148507226			
625	1393	0.0001675743611	ATF4	468	468	0.000183245401	0.9144805831			
380	1609	0.0001675743611	PRIM1	5557	5557	0.0001832551581	0.914431893			
340	2293	0.0001675743611	ERCC8	1161	1161	0.0001832618724	0.9143983904			
715	1479	0.0001675743611	ADAM10	102	102	0.0001833271928	0.9140725855			
2052	840	0.0001675743611	GRP	2922	2922	0.0001833399108	0.914009178			
1939	1266	0.0001675743611	SIGMAR1	10280	10280	0.0001833432936	0.9139923138			
797	1455	0.0001675743611	POLA1	5422	5422	0.0001834378676	0.9135210921			
1759	254	0.0001675743611	CSTF3	1479	1479	0.000183514138	0.913141423			
1874	1087	0.0001675743611	CD80	941	941	0.0001836650729	0.9123910087			
1046	2042	0.0001675743611	SLC19A1	6573	6573	0.000183713589	0.9121500593			
843	2010	0.0001675743611	FBXW7	55294	55294	0.0001838113158	0.9116650975			
456	1689	0.0001675743611	NTSR1	4923	4923	0.0001838354756	0.9115452855			
1217	1845	0.0001675743611	FFAR1	2864	2864	0.0001838734337	0.9113571101			
588	1370	0.0001675743611	ATP5ME	521	521	0.0001838756069	0.9113463389			
1083	1812	0.0001675743611	GABBR2	9568	9568	0.0001839364127	0.9110450652			
885	1929	0.0001675743611	GTF2IP1	2970	2970	0.0001839405868	0.9110243914			
865	1993	0.0001675743611	AMT	275	275	0.0001840192366	0.9106350194			
2193	998	0.0001675743611	THRA	7067	7067	0.0001840356415	0.9105538459			
2229	868	0.0001675743611	PLA2G2A	5320	5320	0.0001840731291	0.9103684062			
2018	784	0.0001675743611	GCK	2645	2645	0.0001840839075	0.9103151026			
791	1461	0.0001675743611	MSH2	4436	4436	0.0001841018778	0.9102262462			
1795	1117	0.0001675743611	BSG	682	682	0.0001841037528	0.9102169759			
1596	33	0.0001675743611	PRMT1	3276	3276	0.0001841203246	0.9101350515			
1821	1152	0.0001675743611	TBXA2R	6915	6915	0.0001841401251	0.9100371853			
1252	1302	0.0001675743611	HBEGF	1839	1839	0.0001841412275	0.9100317372			
1216	2206	0.0001675743611	NT5C2	22978	22978	0.0001842184345	0.9096503374			
874	1939	0.0001675743611	ALOX12P1	243	243	0.0001842213718	0.9096358336			
1485	529	0.0001675743611	ADORA3	140	140	0.0001842360483	0.9095633708			
1131	1722	0.0001675743611	FGF22	27006	27006	0.0001842551407	0.9094691223			
